PainelistaID;Cidade;Estado;Sexo;Nascimento;PesquisaID;Data;CodCliente;Nome;CodJob;CodQuestao;DescQuestaoPOR;Resposta;DescOpcaoPOR
F8B52AB2-4B63-49B4-AA6E-2C2A0879211D;Aracaju;SE;M;06/1995;31821770-8E76-434D-BB14-10A6CA8B7667;27/11/2021 18:56;18023123.0;98DZK9M;4037;122498;Você tem PIX? ;1;Sim 
F8B52AB2-4B63-49B4-AA6E-2C2A0879211D;Aracaju;SE;M;06/1995;31821770-8E76-434D-BB14-10A6CA8B7667;27/11/2021 18:56;18023123.0;98DZK9M;4037;122499;Para quais finalidades você usa o PIX? ;1|2|3|4|5|6;
F8B52AB2-4B63-49B4-AA6E-2C2A0879211D;Aracaju;SE;M;06/1995;D8811E98-FE36-4575-99E5-68BE7D31F6FB;27/11/2021 18:45;21607150.0;F60KRQX;3794;57625;Qual seu estado civil? ;1;Solteira (o)
F8B52AB2-4B63-49B4-AA6E-2C2A0879211D;Aracaju;SE;M;06/1995;D8811E98-FE36-4575-99E5-68BE7D31F6FB;27/11/2021 18:45;21607150.0;F60KRQX;3794;57627;Você tem filhos?;2;Não
F8B52AB2-4B63-49B4-AA6E-2C2A0879211D;Aracaju;SE;M;06/1995;D8811E98-FE36-4575-99E5-68BE7D31F6FB;27/11/2021 18:45;21607150.0;F60KRQX;3794;57724;Você tem alguma atividade remunerada, mensal?;9;Empregado de Empresa privada
F8B52AB2-4B63-49B4-AA6E-2C2A0879211D;Aracaju;SE;M;06/1995;D8811E98-FE36-4575-99E5-68BE7D31F6FB;27/11/2021 18:45;21607150.0;F60KRQX;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;2;R$ 721 a 1.100
F8B52AB2-4B63-49B4-AA6E-2C2A0879211D;Aracaju;SE;M;06/1995;D8811E98-FE36-4575-99E5-68BE7D31F6FB;27/11/2021 18:45;21607150.0;F60KRQX;3794;57791;Classe Social;4;C1 (23 - 28)
F8B52AB2-4B63-49B4-AA6E-2C2A0879211D;Aracaju;SE;M;06/1995;D8811E98-FE36-4575-99E5-68BE7D31F6FB;27/11/2021 18:45;21607150.0;F60KRQX;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;2;R$ 721 a 1.100
EFE32EB2-ADA1-4BEB-A837-BF38664A58BC;Rio de Janeiro;RJ;M;03/1984;31821770-8E76-434D-BB14-10A6CA8B7667;10/03/2022 18:31;20218158.0;98DZK9M;4037;122498;Você tem PIX? ;1;Sim 
EFE32EB2-ADA1-4BEB-A837-BF38664A58BC;Rio de Janeiro;RJ;M;03/1984;31821770-8E76-434D-BB14-10A6CA8B7667;10/03/2022 18:31;20218158.0;98DZK9M;4037;122499;Para quais finalidades você usa o PIX? ;1|2;
EFE32EB2-ADA1-4BEB-A837-BF38664A58BC;Rio de Janeiro;RJ;M;03/1984;D8811E98-FE36-4575-99E5-68BE7D31F6FB;13/03/2022 08:13;23490662.0;F60KRQX;3794;57625;Qual seu estado civil? ;1;Solteira (o)
EFE32EB2-ADA1-4BEB-A837-BF38664A58BC;Rio de Janeiro;RJ;M;03/1984;D8811E98-FE36-4575-99E5-68BE7D31F6FB;13/03/2022 08:13;23490662.0;F60KRQX;3794;57627;Você tem filhos?;2;Não
EFE32EB2-ADA1-4BEB-A837-BF38664A58BC;Rio de Janeiro;RJ;M;03/1984;D8811E98-FE36-4575-99E5-68BE7D31F6FB;13/03/2022 08:13;23490662.0;F60KRQX;3794;57724;Você tem alguma atividade remunerada, mensal?;1;Dependente da família
EFE32EB2-ADA1-4BEB-A837-BF38664A58BC;Rio de Janeiro;RJ;M;03/1984;D8811E98-FE36-4575-99E5-68BE7D31F6FB;13/03/2022 08:13;23490662.0;F60KRQX;3794;57791;Classe Social;1;A1 (45-100)
EFE32EB2-ADA1-4BEB-A837-BF38664A58BC;Rio de Janeiro;RJ;M;03/1984;D8811E98-FE36-4575-99E5-68BE7D31F6FB;13/03/2022 08:13;23490662.0;F60KRQX;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;6;R$ 4.000 a 4.999
D5CA2337-C2F6-41B7-A50F-08843C57A709;Manaus;AM;F;11/1989;31821770-8E76-434D-BB14-10A6CA8B7667;13/03/2022 15:22;20230702.0;98DZK9M;4037;122498;Você tem PIX? ;1;Sim 
D5CA2337-C2F6-41B7-A50F-08843C57A709;Manaus;AM;F;11/1989;31821770-8E76-434D-BB14-10A6CA8B7667;13/03/2022 15:22;20230702.0;98DZK9M;4037;122499;Para quais finalidades você usa o PIX? ;1|2|3|4|7;
D5CA2337-C2F6-41B7-A50F-08843C57A709;Manaus;AM;F;11/1989;D8811E98-FE36-4575-99E5-68BE7D31F6FB;13/03/2022 15:09;23491554.0;F60KRQX;3794;57625;Qual seu estado civil? ;1;Solteira (o)
D5CA2337-C2F6-41B7-A50F-08843C57A709;Manaus;AM;F;11/1989;D8811E98-FE36-4575-99E5-68BE7D31F6FB;13/03/2022 15:09;23491554.0;F60KRQX;3794;57627;Você tem filhos?;1;Sim
D5CA2337-C2F6-41B7-A50F-08843C57A709;Manaus;AM;F;11/1989;D8811E98-FE36-4575-99E5-68BE7D31F6FB;13/03/2022 15:09;23491554.0;F60KRQX;3794;57724;Você tem alguma atividade remunerada, mensal?;9;Empregado de Empresa privada
D5CA2337-C2F6-41B7-A50F-08843C57A709;Manaus;AM;F;11/1989;D8811E98-FE36-4575-99E5-68BE7D31F6FB;13/03/2022 15:09;23491554.0;F60KRQX;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;3;R$ 1.101 a 1.999
D5CA2337-C2F6-41B7-A50F-08843C57A709;Manaus;AM;F;11/1989;D8811E98-FE36-4575-99E5-68BE7D31F6FB;13/03/2022 15:09;23491554.0;F60KRQX;3794;57791;Classe Social;5;C2 (17 - 22)
D5CA2337-C2F6-41B7-A50F-08843C57A709;Manaus;AM;F;11/1989;D8811E98-FE36-4575-99E5-68BE7D31F6FB;13/03/2022 15:09;23491554.0;F60KRQX;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3;R$ 1.101 a 1.999
F8AF5FC5-3FFE-4CAE-B774-A9ED524B2807;Taiobeiras;MG;F;04/2001;31821770-8E76-434D-BB14-10A6CA8B7667;15/03/2022 12:11;20241632.0;98DZK9M;4037;122498;Você tem PIX? ;1;Sim 
F8AF5FC5-3FFE-4CAE-B774-A9ED524B2807;Taiobeiras;MG;F;04/2001;31821770-8E76-434D-BB14-10A6CA8B7667;15/03/2022 12:11;20241632.0;98DZK9M;4037;122499;Para quais finalidades você usa o PIX? ;1|2;
F8AF5FC5-3FFE-4CAE-B774-A9ED524B2807;Taiobeiras;MG;F;04/2001;D8811E98-FE36-4575-99E5-68BE7D31F6FB;15/03/2022 12:14;23503178.0;F60KRQX;3794;57625;Qual seu estado civil? ;1;Solteira (o)
F8AF5FC5-3FFE-4CAE-B774-A9ED524B2807;Taiobeiras;MG;F;04/2001;D8811E98-FE36-4575-99E5-68BE7D31F6FB;15/03/2022 12:14;23503178.0;F60KRQX;3794;57627;Você tem filhos?;2;Não
F8AF5FC5-3FFE-4CAE-B774-A9ED524B2807;Taiobeiras;MG;F;04/2001;D8811E98-FE36-4575-99E5-68BE7D31F6FB;15/03/2022 12:14;23503178.0;F60KRQX;3794;57724;Você tem alguma atividade remunerada, mensal?;2;Cuida da casa / É dono(a) de casa
F8AF5FC5-3FFE-4CAE-B774-A9ED524B2807;Taiobeiras;MG;F;04/2001;D8811E98-FE36-4575-99E5-68BE7D31F6FB;15/03/2022 12:14;23503178.0;F60KRQX;3794;57791;Classe Social;6;D - E (0 - 16)
F8AF5FC5-3FFE-4CAE-B774-A9ED524B2807;Taiobeiras;MG;F;04/2001;D8811E98-FE36-4575-99E5-68BE7D31F6FB;15/03/2022 12:14;23503178.0;F60KRQX;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;2;R$ 721 a 1.100
928FECAC-3041-47BF-9337-63A1E0DCECE9;Guarujá;SP;F;12/1993;31821770-8E76-434D-BB14-10A6CA8B7667;15/03/2022 01:10;20238663.0;98DZK9M;4037;122498;Você tem PIX? ;1;Sim 
928FECAC-3041-47BF-9337-63A1E0DCECE9;Guarujá;SP;F;12/1993;31821770-8E76-434D-BB14-10A6CA8B7667;15/03/2022 01:10;20238663.0;98DZK9M;4037;122499;Para quais finalidades você usa o PIX? ;1;Transferir $$ para amigos e familiares 
928FECAC-3041-47BF-9337-63A1E0DCECE9;Guarujá;SP;F;12/1993;D8811E98-FE36-4575-99E5-68BE7D31F6FB;15/03/2022 01:06;23500756.0;F60KRQX;3794;57625;Qual seu estado civil? ;1;Solteira (o)
928FECAC-3041-47BF-9337-63A1E0DCECE9;Guarujá;SP;F;12/1993;D8811E98-FE36-4575-99E5-68BE7D31F6FB;15/03/2022 01:06;23500756.0;F60KRQX;3794;57627;Você tem filhos?;1;Sim
928FECAC-3041-47BF-9337-63A1E0DCECE9;Guarujá;SP;F;12/1993;D8811E98-FE36-4575-99E5-68BE7D31F6FB;15/03/2022 01:06;23500756.0;F60KRQX;3794;57724;Você tem alguma atividade remunerada, mensal?;8;Autônomo/ Free-lancer
928FECAC-3041-47BF-9337-63A1E0DCECE9;Guarujá;SP;F;12/1993;D8811E98-FE36-4575-99E5-68BE7D31F6FB;15/03/2022 01:06;23500756.0;F60KRQX;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;1;Até 720,00
928FECAC-3041-47BF-9337-63A1E0DCECE9;Guarujá;SP;F;12/1993;D8811E98-FE36-4575-99E5-68BE7D31F6FB;15/03/2022 01:06;23500756.0;F60KRQX;3794;57791;Classe Social;4;C1 (23 - 28)
928FECAC-3041-47BF-9337-63A1E0DCECE9;Guarujá;SP;F;12/1993;D8811E98-FE36-4575-99E5-68BE7D31F6FB;15/03/2022 01:06;23500756.0;F60KRQX;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1;Até 720,00
B1FA6D66-D061-4710-82EE-E3C2337397A6;Jequitaí;MG;F;01/2002;31821770-8E76-434D-BB14-10A6CA8B7667;21/02/2022 17:46;20003019.0;98DZK9M;4037;122498;Você tem PIX? ;1;Sim 
B1FA6D66-D061-4710-82EE-E3C2337397A6;Jequitaí;MG;F;01/2002;31821770-8E76-434D-BB14-10A6CA8B7667;21/02/2022 17:46;20003019.0;98DZK9M;4037;122499;Para quais finalidades você usa o PIX? ;1|2|5;
B1FA6D66-D061-4710-82EE-E3C2337397A6;Jequitaí;MG;F;01/2002;D8811E98-FE36-4575-99E5-68BE7D31F6FB;21/02/2022 17:48;23410421.0;F60KRQX;3794;57625;Qual seu estado civil? ;1;Solteira (o)
B1FA6D66-D061-4710-82EE-E3C2337397A6;Jequitaí;MG;F;01/2002;D8811E98-FE36-4575-99E5-68BE7D31F6FB;21/02/2022 17:48;23410421.0;F60KRQX;3794;57627;Você tem filhos?;2;Não
B1FA6D66-D061-4710-82EE-E3C2337397A6;Jequitaí;MG;F;01/2002;D8811E98-FE36-4575-99E5-68BE7D31F6FB;21/02/2022 17:48;23410421.0;F60KRQX;3794;57724;Você tem alguma atividade remunerada, mensal?;8;Autônomo/ Free-lancer
B1FA6D66-D061-4710-82EE-E3C2337397A6;Jequitaí;MG;F;01/2002;D8811E98-FE36-4575-99E5-68BE7D31F6FB;21/02/2022 17:48;23410421.0;F60KRQX;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;1;Até 720,00
B1FA6D66-D061-4710-82EE-E3C2337397A6;Jequitaí;MG;F;01/2002;D8811E98-FE36-4575-99E5-68BE7D31F6FB;21/02/2022 17:48;23410421.0;F60KRQX;3794;57791;Classe Social;6;D - E (0 - 16)
B1FA6D66-D061-4710-82EE-E3C2337397A6;Jequitaí;MG;F;01/2002;D8811E98-FE36-4575-99E5-68BE7D31F6FB;21/02/2022 17:48;23410421.0;F60KRQX;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;2;R$ 721 a 1.100
99966788-20F3-4BD1-B0B1-F19F2745863E;Duque de Caxias;RJ;F;01/1979;D8811E98-FE36-4575-99E5-68BE7D31F6FB;12/03/2022 14:39;23488277.0;F60KRQX;3794;57625;Qual seu estado civil? ;2;Casada (o) / Morando Junto
99966788-20F3-4BD1-B0B1-F19F2745863E;Duque de Caxias;RJ;F;01/1979;D8811E98-FE36-4575-99E5-68BE7D31F6FB;12/03/2022 14:39;23488277.0;F60KRQX;3794;57627;Você tem filhos?;1;Sim
99966788-20F3-4BD1-B0B1-F19F2745863E;Duque de Caxias;RJ;F;01/1979;D8811E98-FE36-4575-99E5-68BE7D31F6FB;12/03/2022 14:39;23488277.0;F60KRQX;3794;57724;Você tem alguma atividade remunerada, mensal?;4;Desempregado
99966788-20F3-4BD1-B0B1-F19F2745863E;Duque de Caxias;RJ;F;01/1979;D8811E98-FE36-4575-99E5-68BE7D31F6FB;12/03/2022 14:39;23488277.0;F60KRQX;3794;57791;Classe Social;5;C2 (17 - 22)
99966788-20F3-4BD1-B0B1-F19F2745863E;Duque de Caxias;RJ;F;01/1979;D8811E98-FE36-4575-99E5-68BE7D31F6FB;12/03/2022 14:39;23488277.0;F60KRQX;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1;Até 720,00
2DD85C8B-CD39-4235-9581-5BED4D40B44C;Sento Sé;BA;F;06/1989;31821770-8E76-434D-BB14-10A6CA8B7667;14/01/2022 21:58;19647977.0;98DZK9M;4037;122498;Você tem PIX? ;1;Sim 
2DD85C8B-CD39-4235-9581-5BED4D40B44C;Sento Sé;BA;F;06/1989;31821770-8E76-434D-BB14-10A6CA8B7667;14/01/2022 21:58;19647977.0;98DZK9M;4037;122499;Para quais finalidades você usa o PIX? ;1|2;
2DD85C8B-CD39-4235-9581-5BED4D40B44C;Sento Sé;BA;F;06/1989;D8811E98-FE36-4575-99E5-68BE7D31F6FB;14/01/2022 21:47;23075454.0;F60KRQX;3794;57625;Qual seu estado civil? ;3;Viúva (o)
2DD85C8B-CD39-4235-9581-5BED4D40B44C;Sento Sé;BA;F;06/1989;D8811E98-FE36-4575-99E5-68BE7D31F6FB;14/01/2022 21:47;23075454.0;F60KRQX;3794;57627;Você tem filhos?;1;Sim
2DD85C8B-CD39-4235-9581-5BED4D40B44C;Sento Sé;BA;F;06/1989;D8811E98-FE36-4575-99E5-68BE7D31F6FB;14/01/2022 21:47;23075454.0;F60KRQX;3794;57724;Você tem alguma atividade remunerada, mensal?;2;Cuida da casa / É dono(a) de casa
2DD85C8B-CD39-4235-9581-5BED4D40B44C;Sento Sé;BA;F;06/1989;D8811E98-FE36-4575-99E5-68BE7D31F6FB;14/01/2022 21:47;23075454.0;F60KRQX;3794;57791;Classe Social;6;D - E (0 - 16)
2DD85C8B-CD39-4235-9581-5BED4D40B44C;Sento Sé;BA;F;06/1989;D8811E98-FE36-4575-99E5-68BE7D31F6FB;14/01/2022 21:47;23075454.0;F60KRQX;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1;Até 720,00
B9446EEF-1C34-4F54-97A4-9EDCD837A738;São João de Meriti;RJ;F;09/1988;D8811E98-FE36-4575-99E5-68BE7D31F6FB;24/02/2022 14:09;23412770.0;F60KRQX;3794;57625;Qual seu estado civil? ;2;Casada (o) / Morando Junto
B9446EEF-1C34-4F54-97A4-9EDCD837A738;São João de Meriti;RJ;F;09/1988;D8811E98-FE36-4575-99E5-68BE7D31F6FB;24/02/2022 14:09;23412770.0;F60KRQX;3794;57627;Você tem filhos?;1;Sim
B9446EEF-1C34-4F54-97A4-9EDCD837A738;São João de Meriti;RJ;F;09/1988;D8811E98-FE36-4575-99E5-68BE7D31F6FB;24/02/2022 14:09;23412770.0;F60KRQX;3794;57724;Você tem alguma atividade remunerada, mensal?;8;Autônomo/ Free-lancer
B9446EEF-1C34-4F54-97A4-9EDCD837A738;São João de Meriti;RJ;F;09/1988;D8811E98-FE36-4575-99E5-68BE7D31F6FB;24/02/2022 14:09;23412770.0;F60KRQX;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;99;RECUSA
B9446EEF-1C34-4F54-97A4-9EDCD837A738;São João de Meriti;RJ;F;09/1988;D8811E98-FE36-4575-99E5-68BE7D31F6FB;24/02/2022 14:09;23412770.0;F60KRQX;3794;57791;Classe Social;5;C2 (17 - 22)
B9446EEF-1C34-4F54-97A4-9EDCD837A738;São João de Meriti;RJ;F;09/1988;D8811E98-FE36-4575-99E5-68BE7D31F6FB;24/02/2022 14:09;23412770.0;F60KRQX;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;99;RECUSA
F53BC2C5-5BF2-4E74-A9C8-24AE3E0AAD28;Osasco;SP;F;08/1982;31821770-8E76-434D-BB14-10A6CA8B7667;16/03/2022 19:32;20248346.0;98DZK9M;4037;122498;Você tem PIX? ;2;Não tenho, mas quero ter 
F53BC2C5-5BF2-4E74-A9C8-24AE3E0AAD28;Osasco;SP;F;08/1982;D8811E98-FE36-4575-99E5-68BE7D31F6FB;16/03/2022 19:11;23512466.0;F60KRQX;3794;57625;Qual seu estado civil? ;1;Solteira (o)
F53BC2C5-5BF2-4E74-A9C8-24AE3E0AAD28;Osasco;SP;F;08/1982;D8811E98-FE36-4575-99E5-68BE7D31F6FB;16/03/2022 19:11;23512466.0;F60KRQX;3794;57627;Você tem filhos?;2;Não
F53BC2C5-5BF2-4E74-A9C8-24AE3E0AAD28;Osasco;SP;F;08/1982;D8811E98-FE36-4575-99E5-68BE7D31F6FB;16/03/2022 19:11;23512466.0;F60KRQX;3794;57724;Você tem alguma atividade remunerada, mensal?;9;Empregado de Empresa privada
F53BC2C5-5BF2-4E74-A9C8-24AE3E0AAD28;Osasco;SP;F;08/1982;D8811E98-FE36-4575-99E5-68BE7D31F6FB;16/03/2022 19:11;23512466.0;F60KRQX;3794;57727;Em qual dessas faixas se encaixa a sua renda pessoal mensal? Você diria que é .....;2;R$ 721 a 1.100
F53BC2C5-5BF2-4E74-A9C8-24AE3E0AAD28;Osasco;SP;F;08/1982;D8811E98-FE36-4575-99E5-68BE7D31F6FB;16/03/2022 19:11;23512466.0;F60KRQX;3794;57791;Classe Social;6;D - E (0 - 16)
F53BC2C5-5BF2-4E74-A9C8-24AE3E0AAD28;Osasco;SP;F;08/1982;D8811E98-FE36-4575-99E5-68BE7D31F6FB;16/03/2022 19:11;23512466.0;F60KRQX;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3;R$ 1.101 a 1.999
8671C8D5-154D-4CB1-80B8-86550405C7D0;Santana;AP;F;09/1999;31821770-8E76-434D-BB14-10A6CA8B7667;26/02/2022 16:08;20081432.0;98DZK9M;4037;122498;Você tem PIX? ;1;Sim 
8671C8D5-154D-4CB1-80B8-86550405C7D0;Santana;AP;F;09/1999;31821770-8E76-434D-BB14-10A6CA8B7667;26/02/2022 16:08;20081432.0;98DZK9M;4037;122499;Para quais finalidades você usa o PIX? ;1|2;
8671C8D5-154D-4CB1-80B8-86550405C7D0;Santana;AP;F;09/1999;D8811E98-FE36-4575-99E5-68BE7D31F6FB;26/02/2022 16:00;23416229.0;F60KRQX;3794;57625;Qual seu estado civil? ;2;Casada (o) / Morando Junto
8671C8D5-154D-4CB1-80B8-86550405C7D0;Santana;AP;F;09/1999;D8811E98-FE36-4575-99E5-68BE7D31F6FB;26/02/2022 16:00;23416229.0;F60KRQX;3794;57627;Você tem filhos?;1;Sim
8671C8D5-154D-4CB1-80B8-86550405C7D0;Santana;AP;F;09/1999;D8811E98-FE36-4575-99E5-68BE7D31F6FB;26/02/2022 16:00;23416229.0;F60KRQX;3794;57724;Você tem alguma atividade remunerada, mensal?;1;Dependente da família
8671C8D5-154D-4CB1-80B8-86550405C7D0;Santana;AP;F;09/1999;D8811E98-FE36-4575-99E5-68BE7D31F6FB;26/02/2022 16:00;23416229.0;F60KRQX;3794;57791;Classe Social;5;C2 (17 - 22)
8671C8D5-154D-4CB1-80B8-86550405C7D0;Santana;AP;F;09/1999;D8811E98-FE36-4575-99E5-68BE7D31F6FB;26/02/2022 16:00;23416229.0;F60KRQX;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3;R$ 1.101 a 1.999
8F07B256-2C28-4053-A30F-AD68C56C1BA3;Ananindeua;PA;F;12/1998;31821770-8E76-434D-BB14-10A6CA8B7667;03/04/2022 13:40;20340294.0;98DZK9M;4037;122498;Você tem PIX? ;1;Sim 
8F07B256-2C28-4053-A30F-AD68C56C1BA3;Ananindeua;PA;F;12/1998;31821770-8E76-434D-BB14-10A6CA8B7667;03/04/2022 13:40;20340294.0;98DZK9M;4037;122499;Para quais finalidades você usa o PIX? ;1|2|4;
8F07B256-2C28-4053-A30F-AD68C56C1BA3;Ananindeua;PA;F;12/1998;D8811E98-FE36-4575-99E5-68BE7D31F6FB;03/04/2022 13:35;23813980.0;F60KRQX;3794;57625;Qual seu estado civil? ;1;Solteira (o)
8F07B256-2C28-4053-A30F-AD68C56C1BA3;Ananindeua;PA;F;12/1998;D8811E98-FE36-4575-99E5-68BE7D31F6FB;03/04/2022 13:35;23813980.0;F60KRQX;3794;57627;Você tem filhos?;2;Não
8F07B256-2C28-4053-A30F-AD68C56C1BA3;Ananindeua;PA;F;12/1998;D8811E98-FE36-4575-99E5-68BE7D31F6FB;03/04/2022 13:35;23813980.0;F60KRQX;3794;57724;Você tem alguma atividade remunerada, mensal?;3;Estudante
8F07B256-2C28-4053-A30F-AD68C56C1BA3;Ananindeua;PA;F;12/1998;D8811E98-FE36-4575-99E5-68BE7D31F6FB;03/04/2022 13:35;23813980.0;F60KRQX;3794;57791;Classe Social;5;C2 (17 - 22)
8F07B256-2C28-4053-A30F-AD68C56C1BA3;Ananindeua;PA;F;12/1998;D8811E98-FE36-4575-99E5-68BE7D31F6FB;03/04/2022 13:35;23813980.0;F60KRQX;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;1;Até 720,00
E7B3EECE-1688-40D7-A431-B1E1E83C08B5;Suzano;SP;F;12/2004;31821770-8E76-434D-BB14-10A6CA8B7667;15/03/2022 20:52;20244669.0;98DZK9M;4037;122498;Você tem PIX? ;1;Sim 
E7B3EECE-1688-40D7-A431-B1E1E83C08B5;Suzano;SP;F;12/2004;31821770-8E76-434D-BB14-10A6CA8B7667;15/03/2022 20:52;20244669.0;98DZK9M;4037;122499;Para quais finalidades você usa o PIX? ;1|2|3|4|5;
E7B3EECE-1688-40D7-A431-B1E1E83C08B5;Suzano;SP;F;12/2004;D8811E98-FE36-4575-99E5-68BE7D31F6FB;15/03/2022 20:55;23507343.0;F60KRQX;3794;57625;Qual seu estado civil? ;1;Solteira (o)
E7B3EECE-1688-40D7-A431-B1E1E83C08B5;Suzano;SP;F;12/2004;D8811E98-FE36-4575-99E5-68BE7D31F6FB;15/03/2022 20:55;23507343.0;F60KRQX;3794;57627;Você tem filhos?;2;Não
E7B3EECE-1688-40D7-A431-B1E1E83C08B5;Suzano;SP;F;12/2004;D8811E98-FE36-4575-99E5-68BE7D31F6FB;15/03/2022 20:55;23507343.0;F60KRQX;3794;57724;Você tem alguma atividade remunerada, mensal?;3;Estudante
E7B3EECE-1688-40D7-A431-B1E1E83C08B5;Suzano;SP;F;12/2004;D8811E98-FE36-4575-99E5-68BE7D31F6FB;15/03/2022 20:55;23507343.0;F60KRQX;3794;57791;Classe Social;6;D - E (0 - 16)
E7B3EECE-1688-40D7-A431-B1E1E83C08B5;Suzano;SP;F;12/2004;D8811E98-FE36-4575-99E5-68BE7D31F6FB;15/03/2022 20:55;23507343.0;F60KRQX;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;3;R$ 1.101 a 1.999
35563C70-031B-4672-884C-9E3A79FF3484;Janiópolis;PR;F;02/1995;31821770-8E76-434D-BB14-10A6CA8B7667;14/03/2022 15:48;20235337.0;98DZK9M;4037;122498;Você tem PIX? ;1;Sim 
35563C70-031B-4672-884C-9E3A79FF3484;Janiópolis;PR;F;02/1995;31821770-8E76-434D-BB14-10A6CA8B7667;14/03/2022 15:48;20235337.0;98DZK9M;4037;122499;Para quais finalidades você usa o PIX? ;1|2|3|5|6;
35563C70-031B-4672-884C-9E3A79FF3484;Janiópolis;PR;F;02/1995;D8811E98-FE36-4575-99E5-68BE7D31F6FB;14/03/2022 15:42;23496570.0;F60KRQX;3794;57625;Qual seu estado civil? ;1;Solteira (o)
35563C70-031B-4672-884C-9E3A79FF3484;Janiópolis;PR;F;02/1995;D8811E98-FE36-4575-99E5-68BE7D31F6FB;14/03/2022 15:42;23496570.0;F60KRQX;3794;57627;Você tem filhos?;1;Sim
35563C70-031B-4672-884C-9E3A79FF3484;Janiópolis;PR;F;02/1995;D8811E98-FE36-4575-99E5-68BE7D31F6FB;14/03/2022 15:42;23496570.0;F60KRQX;3794;57724;Você tem alguma atividade remunerada, mensal?;4;Desempregado
35563C70-031B-4672-884C-9E3A79FF3484;Janiópolis;PR;F;02/1995;D8811E98-FE36-4575-99E5-68BE7D31F6FB;14/03/2022 15:42;23496570.0;F60KRQX;3794;57791;Classe Social;2;B1 (38 - 44)  
35563C70-031B-4672-884C-9E3A79FF3484;Janiópolis;PR;F;02/1995;D8811E98-FE36-4575-99E5-68BE7D31F6FB;14/03/2022 15:42;23496570.0;F60KRQX;3794;57792;E em qual dessas faixas se encaixa a sua renda familiar mensal, incluindo o ganho de todas as pessoas que moram em sua residência, além de outros rendimentos como aluguel, entre outros? Você diria que é .....;4;R$ 2.000 a 2.999
60B769D4-408C-479B-A35D-8AFA756EC50D;Itaboraí;RJ;F;09/2000;D8811E98-FE36-4575-99E5-68BE7D31F6FB;13/03/2022 11:19;23490976.0;F60KRQX;3794;57625;Qual seu estado civil? ;1;Solteira (o)
60B769D4-408C-479B-A35D-8AFA756EC50D;Itaboraí;RJ;F;09/2000;D8811E98-FE36-4575-99E5-68BE7D31F6FB;13/03/2022 11:19;23490976.0;F60KRQX;3794;57627;Você tem filhos?;1;Sim
60B769D4-408C-479B-A35D-8AFA756EC50D;Itaboraí;RJ;F;09/2000;D8811E98-FE36-4575-99E5-68BE7D31F6FB;13/03/2022 11:19;23490976.0;F60KRQX;3794;57724;Você tem alguma atividade remunerada, mensal?;8;Autônomo/ Free-lancer
